EmployeeID,Department,Salary,Rating,JoiningDate
18535,IT,131390,2,2022-05-06
18536,Operations,119387,3,2022-08-19
18537,Operations,67413,2,2022-05-06
18538,Operations,146397,1,2024-09-28
18539,Finance,67652,5,2022-10-30
18540,Operations,60803,2,2023-08-30
18541,Operations,113854,4,2021-08-28
18542,HR,42407,1,2024-07-02
18543,Sales,76191,4,2024-03-17
18544,HR,23694,4,2021-05-17
18545,Finance,21176,5,2024-08-14
18546,HR,55558,2,2024-04-01
18547,IT,104760,4,2021-08-04
18548,Finance,121430,1,2023-09-16
18549,Finance,30092,2,2024-10-02
18550,Finance,69748,5,2024-06-29
18551,Sales,131490,1,2021-01-10
18552,IT,36147,3,2023-05-22
18553,Operations,36215,2,2024-03-07
18554,IT,97909,4,2021-09-23
18555,Finance,86696,5,2022-05-24
18556,IT,58572,3,2023-06-12
18557,Sales,138661,4,2023-05-04
18558,Operations,28761,5,2023-08-07
18559,Operations,23483,3,2022-06-06
18560,Sales,79505,3,2021-07-07
18561,Operations,72293,5,2022-02-16
18562,Sales,96161,5,2021-10-01
18563,Operations,23214,1,2023-07-14
18564,Operations,82473,5,2023-02-09
18565,HR,77610,5,2023-08-18
18566,Sales,69007,5,2024-10-05
18567,Operations,91558,1,2022-08-26
18568,HR,48638,5,2023-03-26
18569,Sales,67721,4,2022-09-21
18570,Operations,48732,2,2022-03-27
18571,IT,57031,5,2021-07-13
18572,IT,107986,2,2021-08-08
18573,HR,22953,4,2022-08-09
18574,Operations,70569,4,2022-09-29
18575,Operations,125936,2,2022-05-04
18576,Finance,93981,1,2023-03-12
18577,HR,44651,1,2021-05-12
18578,IT,64223,4,2023-11-26
18579,Finance,47848,3,2021-11-11
18580,IT,100334,1,2022-11-24
18581,Operations,100761,5,2023-10-16
18582,Sales,105926,1,2024-06-29
18583,HR,54383,4,2022-09-09
18584,Sales,31913,1,2021-01-07
18585,IT,101722,1,2022-11-29
18586,Sales,37519,3,2022-06-09
18587,Finance,116922,1,2022-04-27
18588,Operations,51421,3,2024-11-25
18589,HR,87481,3,2022-11-29
18590,Operations,139214,3,2023-06-28
18591,Operations,27502,1,2021-12-26
18592,Finance,91096,1,2023-10-23
18593,IT,126015,5,2023-07-23
18594,Sales,67718,1,2021-04-18
18595,Operations,99215,3,2022-01-06
18596,Finance,108245,5,2021-03-23
18597,Operations,40419,4,2021-01-13
18598,IT,56522,4,2024-10-28
18599,IT,49336,3,2024-05-18
18600,Sales,78486,1,2021-06-30
18601,HR,57792,5,2023-01-02
18602,IT,106109,4,2022-12-29
18603,IT,53021,5,2023-12-10
18604,Sales,42581,2,2022-05-17
18605,Finance,128607,1,2024-06-14
18606,HR,139075,3,2024-07-23
18607,HR,93924,1,2023-03-16
18608,Finance,77608,5,2024-09-25
18609,HR,113706,1,2024-02-29
18610,HR,146613,1,2021-06-22
18611,Finance,46703,5,2022-08-20
18612,Sales,96657,2,2024-05-04
18613,HR,126331,5,2022-07-10
18614,IT,99820,4,2021-11-11
18615,Operations,94075,1,2023-06-21
18616,Sales,64495,2,2023-01-30
18617,Sales,97206,3,2023-02-11
18618,IT,34061,1,2021-06-25
18619,Finance,98403,1,2022-11-13
18620,IT,34967,2,2022-06-09
18621,Sales,83158,2,2024-07-27
18622,Sales,113189,1,2021-09-26
18623,Operations,133873,1,2021-02-15
18624,IT,122651,1,2022-11-09
18625,Finance,47676,2,2021-08-28
18626,IT,135698,1,2024-01-24
18627,IT,37485,2,2021-03-10
18628,IT,73909,3,2021-11-08
18629,Operations,22105,2,2022-12-29
18630,HR,31062,1,2023-02-23
18631,IT,110545,2,2023-10-13
18632,Operations,126608,4,2024-12-30
18633,HR,57404,1,2022-05-23
18634,HR,100558,1,2021-10-03
18635,Finance,79280,4,2024-10-15
18636,Finance,43098,4,2021-08-01
18637,Sales,48244,5,2023-11-05
18638,Finance,65292,4,2021-11-01
18639,Finance,140092,5,2023-02-01
18640,IT,75317,3,2022-07-22
18641,Finance,85976,5,2024-03-14
18642,Sales,137710,4,2021-02-18
18643,Operations,60322,1,2023-07-24
18644,IT,43108,2,2021-09-21
18645,IT,54629,5,2025-01-13
18646,Finance,55894,2,2021-04-24
18647,Finance,137922,3,2025-01-29
18648,HR,125715,2,2023-01-07
18649,IT,123421,3,2023-12-16
18650,Sales,146537,2,2024-07-28
18651,Finance,58214,1,2024-01-09
18652,Sales,109097,5,2022-03-25
18653,Sales,108698,4,2023-11-11
18654,HR,114896,2,2021-08-24
18655,Sales,59748,2,2025-01-06
18656,IT,67010,5,2023-03-22
18657,IT,98000,2,2022-05-30
18658,Sales,90286,2,2023-03-05
18659,Sales,125248,4,2023-03-26
18660,HR,94141,1,2023-09-12
18661,Sales,98058,4,2021-04-29
18662,HR,60004,4,2025-02-05
18663,IT,87468,5,2024-05-06
18664,Sales,85428,1,2021-02-04
18665,Finance,54412,2,2024-06-26
18666,Operations,114039,3,2021-07-03
18667,Operations,144483,1,2022-12-21
18668,Sales,60217,2,2023-11-14
18669,HR,147888,1,2024-05-03
18670,Operations,57669,5,2024-10-24
18671,Finance,109362,4,2021-06-22
18672,IT,118811,2,2021-06-02
18673,Operations,31746,3,2021-07-13
18674,Finance,101226,5,2021-08-31
18675,Operations,35847,1,2024-06-03
18676,HR,53305,5,2023-08-08
18677,IT,99610,4,2024-06-15
18678,Finance,83737,3,2024-02-19
18679,IT,140152,4,2023-11-23
18680,Sales,128393,2,2021-11-08
18681,Operations,144172,1,2023-07-01
18682,HR,24173,5,2022-08-13
18683,Sales,33022,1,2022-05-19
18684,IT,28372,1,2024-03-04
18685,Sales,31347,2,2024-09-10
18686,IT,124827,1,2024-04-26
18687,Sales,107924,4,2023-06-21
18688,IT,80195,2,2022-08-18
18689,Sales,95246,5,2022-06-29
18690,HR,93363,1,2025-01-10
18691,IT,118100,2,2024-03-22
18692,IT,123857,4,2024-09-02
18693,Operations,70880,3,2024-12-02
18694,Sales,126300,4,2023-01-17
18695,HR,89508,3,2023-11-17
18696,Operations,38579,5,2024-04-21
18697,HR,61837,5,2023-08-03
18698,Operations,82678,4,2024-10-14
18699,Finance,97585,5,2024-12-25
18700,Finance,108377,5,2022-05-11
18701,Finance,50130,2,2024-03-22
18702,HR,106419,4,2023-05-02
18703,IT,70721,3,2021-12-19
18704,IT,20800,4,2024-12-02
18705,HR,133873,2,2025-01-21
18706,Sales,143168,2,2021-12-19
18707,Sales,62386,3,2024-12-03
18708,Finance,136666,3,2021-11-15
18709,Operations,121285,1,2023-11-16
18710,Finance,89695,1,2021-09-05
18711,Operations,106450,5,2021-03-28
18712,Sales,108712,4,2024-07-14
18713,Finance,35736,1,2022-09-10
18714,Operations,60811,5,2023-06-29
18715,IT,37343,2,2022-01-20
18716,Sales,70380,2,2024-08-07
18717,Operations,73409,4,2022-12-19
18718,Sales,22143,4,2021-12-19
18719,Sales,70089,2,2023-12-20
18720,Sales,141628,1,2023-10-06
18721,Sales,144085,1,2023-01-12
18722,IT,22968,2,2022-05-28
18723,IT,45206,2,2024-02-25
18724,HR,86626,3,2024-01-11
18725,Finance,106258,5,2021-08-05
18726,IT,98400,4,2021-07-23
18727,Sales,33586,3,2021-10-18
18728,Operations,102984,5,2021-01-02
18729,Finance,144003,3,2024-02-04
18730,HR,135827,4,2023-05-26
18731,IT,27181,5,2023-05-11
18732,HR,70899,3,2022-07-06
18733,Operations,50099,4,2023-07-12
18734,Sales,38449,4,2024-10-15
18735,Finance,45830,3,2023-04-22
18736,Operations,129741,5,2025-02-08
18737,HR,25135,1,2024-11-16
18738,Sales,135801,1,2024-07-25
18739,HR,86789,1,2023-07-21
18740,IT,56432,3,2021-02-04
18741,Sales,87399,5,2024-03-22
18742,Finance,111962,3,2021-10-06
18743,Finance,81628,1,2022-11-27
18744,Operations,43773,5,2022-04-02
18745,HR,45502,2,2023-04-26
18746,Sales,92452,3,2024-12-02
18747,Operations,98833,3,2024-11-06
18748,HR,135075,1,2025-01-22
18749,IT,21441,3,2024-07-15
18750,Operations,126720,5,2023-12-30
18751,Operations,40083,4,2024-10-23
18752,HR,97741,4,2022-08-29
18753,Finance,72239,2,2024-05-14
18754,Operations,48582,2,2023-12-23
18755,HR,94741,2,2021-02-06
18756,Sales,53599,1,2024-10-28
18757,IT,86864,1,2021-02-11
18758,Operations,94692,4,2023-05-08
18759,Operations,137962,1,2025-01-14
18760,Finance,130337,4,2023-05-15
18761,IT,30633,5,2021-10-25
18762,Operations,28952,3,2021-08-04
18763,HR,39161,4,2022-03-01
18764,IT,86452,3,2021-04-27
18765,Finance,37960,5,2023-08-03
18766,Operations,136556,2,2024-06-26
18767,Sales,31404,1,2021-01-31
18768,Finance,128547,5,2021-07-19
18769,IT,57782,5,2021-04-22
18770,Finance,36424,4,2024-04-19
18771,HR,149412,2,2025-01-03
18772,IT,106540,4,2024-06-12
18773,Operations,29994,3,2024-11-07
18774,Sales,52172,3,2024-09-16
18775,Finance,115242,3,2023-10-19
18776,Operations,31448,1,2022-11-20
18777,HR,61197,4,2023-06-27
18778,HR,111692,2,2023-12-22
18779,IT,57944,1,2021-11-03
18780,Operations,118867,3,2024-09-19
18781,Operations,48755,5,2021-04-20
18782,HR,108683,4,2021-05-15
18783,Operations,81032,2,2021-06-06
18784,Finance,135415,3,2024-04-12
18785,Operations,62314,5,2021-04-07
18786,HR,44314,3,2024-03-23
18787,IT,96666,1,2023-03-12
18788,HR,147321,3,2024-07-22
18789,Sales,27810,1,2023-01-22
18790,HR,116845,2,2021-10-25
18791,Operations,113136,4,2023-08-20
18792,Operations,72827,3,2024-10-17
18793,IT,97949,5,2024-02-23
18794,IT,103099,1,2023-06-27
18795,IT,70006,1,2023-09-25
18796,IT,71369,4,2022-06-10
18797,HR,89302,1,2023-01-12
18798,IT,88037,5,2022-09-12
18799,Operations,74595,3,2022-10-01
18800,Finance,50007,3,2022-12-12
18801,Sales,45969,3,2023-09-01
18802,Operations,77065,5,2024-04-24
18803,Operations,53929,1,2024-06-20
18804,Finance,22689,4,2023-07-20
18805,IT,98832,5,2021-05-31
18806,IT,56027,5,2024-12-30
18807,Operations,98178,5,2024-06-12
18808,HR,128992,5,2023-08-14
18809,Finance,68688,4,2024-09-12
18810,Operations,145809,2,2023-05-15
18811,Sales,73359,4,2023-07-08
18812,HR,61642,5,2022-11-15
18813,Sales,35056,5,2022-01-24
18814,Finance,74959,4,2022-06-12
18815,HR,139355,1,2024-04-25
18816,HR,56271,4,2024-05-28
18817,IT,45541,4,2022-04-15
18818,Operations,33130,3,2024-08-19
18819,IT,22418,3,2021-12-23
18820,Sales,144668,4,2023-05-03
18821,IT,149658,5,2021-09-17
18822,HR,35019,1,2022-08-09
18823,IT,34675,4,2024-05-20
18824,Operations,114402,3,2024-08-16
18825,Operations,145855,5,2021-01-08
18826,IT,87921,3,2025-01-17
18827,Operations,51664,4,2024-07-25
18828,Operations,91394,5,2023-02-28
18829,HR,68701,4,2021-06-11
18830,Finance,127461,4,2021-03-13
18831,HR,109975,4,2021-02-04
18832,Finance,139698,4,2023-06-28
18833,Sales,98927,1,2024-05-11
18834,Finance,120190,3,2024-06-20
18835,Finance,26747,5,2023-04-19
18836,Operations,52357,1,2022-06-10
18837,HR,63875,1,2022-09-20
18838,Sales,61977,3,2022-01-12
18839,IT,82217,2,2022-04-13
18840,IT,140515,1,2023-08-21
18841,Finance,71355,2,2023-07-17
18842,HR,36511,2,2024-04-12
18843,IT,86587,4,2023-03-31
18844,IT,63401,2,2021-05-04
18845,HR,47084,1,2022-11-17
18846,Finance,103214,2,2024-12-09
18847,Sales,121873,3,2024-11-22
18848,HR,43903,2,2024-09-23
18849,Sales,66717,5,2024-02-11
18850,Finance,34007,2,2022-03-28
18851,Sales,48250,2,2024-12-07
18852,Finance,118137,1,2022-10-28
18853,Finance,98748,5,2022-12-21
18854,HR,108892,4,2024-07-29
18855,Sales,38561,3,2024-06-01
18856,Sales,65180,5,2023-04-08
18857,IT,95279,2,2024-02-04
18858,IT,42078,4,2022-07-04
18859,Sales,51210,2,2023-06-29
18860,Finance,44712,1,2024-06-10
18861,Operations,71156,3,2024-03-20
18862,Sales,29017,3,2023-06-28
18863,IT,25624,5,2024-07-12
18864,Finance,138947,3,2022-07-01
18865,Finance,145668,5,2022-01-09
18866,Sales,77080,2,2022-12-08
18867,Finance,135914,4,2022-10-07
18868,Operations,147003,3,2021-02-20
18869,Finance,63563,3,2024-04-08
18870,Sales,113631,3,2024-12-25
18871,Finance,32827,3,2021-03-06
18872,Finance,130133,2,2021-03-09
18873,Finance,39661,1,2024-05-25
18874,Finance,77866,4,2021-09-23
18875,Operations,122600,4,2021-01-16
18876,HR,127998,3,2021-12-23
18877,HR,67418,2,2025-02-02
18878,Operations,85110,3,2021-12-07
18879,Sales,126752,5,2021-01-23
18880,IT,87360,2,2024-12-07
18881,Operations,127985,5,2021-06-10
18882,Operations,143063,3,2023-09-22
18883,Finance,90583,1,2023-01-30
18884,Finance,132474,2,2022-12-10
18885,IT,31872,1,2022-09-21
18886,Sales,33986,3,2022-06-21
18887,Operations,112058,1,2023-06-20
18888,IT,129495,2,2021-11-04
18889,Operations,104922,2,2023-04-28
18890,Finance,92954,5,2024-09-17
18891,Operations,73394,3,2021-11-22
18892,IT,94906,3,2024-07-17
18893,IT,41304,2,2022-08-06
18894,HR,58554,3,2022-02-13
18895,IT,33695,1,2022-03-20
18896,Finance,20300,5,2023-06-02
18897,Operations,72460,4,2025-02-02
18898,Operations,81146,3,2024-05-22
18899,Sales,86742,3,2022-03-08
18900,IT,48209,3,2021-10-25
18901,IT,54913,5,2023-10-08
18902,Sales,135547,5,2022-03-14
18903,Operations,69793,2,2024-07-01
18904,HR,80916,5,2021-09-05
18905,Sales,64454,3,2021-11-23
18906,Operations,132854,1,2024-05-27
18907,IT,112704,5,2025-02-09
18908,Sales,107337,2,2023-11-30
18909,Operations,88420,1,2024-06-04
18910,Finance,98470,4,2021-09-10
18911,Sales,38753,2,2023-07-16
18912,Finance,46542,4,2023-05-21
18913,Operations,69209,2,2023-04-17
18914,Finance,92917,2,2023-12-14
18915,HR,53593,2,2023-03-09
18916,Operations,37130,4,2024-04-01
18917,HR,79240,1,2024-08-15
18918,HR,72810,5,2021-11-02
18919,Operations,75778,3,2021-06-16
18920,Operations,36713,4,2023-05-13
18921,HR,149219,5,2021-10-05
18922,Operations,64994,3,2024-10-07
18923,Operations,40542,4,2022-04-14
18924,Sales,44130,1,2024-01-28
18925,Finance,105641,2,2021-12-25
18926,Operations,145421,2,2021-10-15
18927,HR,119735,1,2021-12-28
18928,HR,43555,3,2024-05-19
18929,Operations,20538,5,2024-12-28
18930,IT,117124,2,2022-08-13
18931,HR,89038,2,2024-02-29
18932,Sales,30195,4,2021-12-18
18933,Sales,85578,2,2023-07-03
18934,IT,148099,3,2021-04-27
18935,IT,124496,4,2024-01-07
18936,IT,20535,3,2022-08-01
18937,Finance,44552,2,2023-06-23
18938,HR,114772,1,2023-09-15
18939,Operations,45047,4,2021-06-04
18940,Operations,110270,2,2023-08-08
18941,HR,134708,4,2023-08-17
18942,Finance,57841,4,2025-01-12
18943,Finance,20976,5,2023-07-06
18944,Sales,53640,1,2023-10-04
18945,Finance,116441,2,2022-11-11
18946,HR,28360,5,2022-03-22
18947,Operations,144270,3,2022-11-11
18948,Sales,94054,4,2023-05-30
18949,Operations,45898,5,2022-08-13
18950,IT,108664,1,2022-03-01
18951,HR,20800,4,2021-02-02
18952,Operations,146656,2,2022-09-30
18953,Finance,26501,4,2021-06-29
18954,Sales,47385,5,2021-03-28
18955,HR,109804,2,2021-11-02
18956,HR,104721,5,2024-09-02
18957,HR,44221,3,2023-03-04
18958,Finance,126211,4,2022-08-29
18959,Finance,124656,2,2022-01-30
18960,IT,41135,2,2024-11-18
18961,HR,126620,5,2021-04-20
18962,HR,105187,2,2022-04-08
18963,Operations,135305,4,2023-08-27
18964,Operations,131773,3,2021-02-10
18965,HR,88438,5,2024-09-25
18966,IT,91090,5,2021-05-30
18967,HR,74529,2,2022-03-12
18968,Finance,68348,5,2024-02-03
18969,IT,26923,5,2021-09-05
18970,Sales,71603,4,2024-02-12
18971,Operations,85150,5,2022-09-06
18972,Finance,29647,3,2022-02-08
18973,Operations,75871,3,2021-02-24
18974,HR,122422,2,2021-07-30
18975,Finance,114395,5,2023-07-20
18976,Finance,84104,5,2023-11-14
18977,HR,59625,1,2024-07-15
18978,IT,140065,3,2023-04-11
18979,Sales,73922,5,2021-02-26
18980,Finance,87033,4,2024-09-05
18981,Operations,117521,5,2021-08-25
18982,Sales,41572,4,2025-02-04
18983,HR,144000,5,2024-12-23
18984,Sales,112290,4,2023-11-01
18985,Operations,61709,2,2021-10-25
18986,HR,107826,4,2023-03-13
18987,IT,46874,5,2024-06-02
18988,HR,128996,1,2022-03-28
18989,HR,41439,5,2022-08-04
18990,HR,29123,2,2023-02-09
18991,IT,63463,2,2021-12-15
18992,Finance,26291,1,2024-05-01
18993,Sales,113201,3,2022-08-09
18994,Finance,77481,1,2023-12-26
18995,Finance,112267,1,2024-03-03
18996,HR,146037,4,2024-07-30
18997,HR,143018,1,2023-01-27
18998,Finance,41283,5,2022-06-02
18999,HR,20294,5,2023-12-21
19000,HR,33818,1,2023-12-20
19001,HR,37141,1,2023-08-30
19002,Finance,111684,5,2022-12-30
19003,Sales,114359,5,2024-03-05
19004,Finance,132307,4,2023-07-08
19005,HR,37053,4,2024-12-12
19006,HR,137755,5,2022-11-10
19007,HR,102981,4,2023-05-16
19008,Sales,120763,3,2024-07-21
19009,Operations,101590,3,2021-08-08
19010,Sales,112915,3,2023-04-11
19011,Sales,24114,3,2023-02-01
19012,Operations,107286,2,2021-01-09
19013,IT,63088,3,2023-02-07
19014,Operations,20010,4,2021-08-14
19015,IT,29312,2,2023-09-19
19016,HR,31044,4,2024-12-26
19017,IT,107184,1,2021-08-19
19018,Sales,26045,5,2021-12-30
19019,HR,20589,2,2022-11-22
19020,HR,53257,1,2021-10-27
19021,Finance,93022,3,2021-05-12
19022,IT,57853,3,2024-03-25
19023,HR,43790,1,2022-03-08
19024,HR,95270,2,2024-11-03
19025,Operations,147106,3,2022-09-17
19026,Sales,131170,5,2023-04-30
19027,Sales,71201,4,2023-03-23
19028,Finance,34811,3,2024-05-03
19029,Finance,62861,2,2024-12-08
19030,HR,34066,5,2024-03-18
19031,HR,54152,5,2023-07-18
19032,Finance,90751,4,2025-01-23
19033,IT,131306,5,2023-04-14
19034,Operations,148165,4,2025-01-06
19035,Finance,61601,5,2024-07-08
19036,IT,117029,2,2021-07-02
19037,IT,68500,3,2021-07-04
19038,IT,24934,1,2024-06-25
19039,Finance,98378,1,2022-11-25
19040,Sales,58560,1,2022-04-28
19041,IT,85870,4,2021-04-04
19042,Sales,136976,4,2024-01-04
19043,Sales,144220,3,2021-01-25
19044,Finance,122846,5,2021-02-02
19045,IT,100776,3,2023-10-07
19046,Finance,94587,1,2021-11-06
19047,HR,141959,2,2022-08-07
19048,Sales,64553,5,2023-11-25
19049,Operations,74700,5,2022-01-27
19050,Finance,90781,3,2021-12-24
19051,Operations,62336,2,2024-05-17
19052,HR,96024,3,2025-01-11
19053,Finance,27515,1,2023-02-09
19054,IT,82643,4,2021-10-11
19055,IT,72675,3,2022-02-01
19056,IT,134754,4,2022-04-13
19057,IT,118758,1,2021-04-04
19058,IT,113832,3,2022-08-03
19059,IT,132441,2,2024-02-19
19060,Finance,141272,2,2024-02-18
19061,Sales,23047,1,2023-07-20
19062,IT,138850,1,2021-05-22
19063,Finance,86932,3,2022-06-16
19064,HR,62282,5,2024-05-09
19065,HR,44476,2,2024-06-21
19066,IT,34700,2,2021-06-07
19067,Sales,107157,1,2023-08-29
19068,IT,106843,4,2022-03-30
19069,HR,24851,1,2024-10-02
19070,IT,104231,1,2021-09-18
19071,HR,100923,3,2022-01-05
19072,HR,66645,4,2024-01-29
19073,IT,125581,3,2023-10-23
19074,Finance,112687,4,2021-12-03
19075,Sales,87191,3,2023-05-15
19076,IT,132112,3,2022-09-13
19077,HR,133093,5,2024-11-28
19078,Sales,118931,5,2022-07-07
19079,IT,25884,2,2021-06-09
19080,Operations,109527,3,2023-01-19
19081,HR,31177,5,2024-12-09
19082,Operations,86089,2,2023-11-11
19083,IT,54736,2,2024-07-25
19084,HR,143686,1,2024-01-29
19085,Finance,58600,5,2021-10-16
19086,Sales,40345,4,2022-03-13
19087,Operations,61381,1,2022-08-26
19088,Finance,85664,5,2021-08-22
19089,Sales,140153,5,2023-08-24
19090,Finance,103322,1,2022-11-20
19091,IT,28732,1,2022-02-20
19092,HR,49425,1,2022-06-30
19093,Sales,103020,3,2023-09-07
19094,HR,91644,4,2022-04-13
19095,Operations,30922,1,2023-06-14
19096,IT,116088,2,2021-06-22
19097,Finance,57456,2,2022-11-10
19098,IT,146470,1,2023-09-27
19099,IT,122470,2,2023-02-13
19100,HR,100466,3,2021-05-18
19101,Finance,139770,2,2022-04-15
19102,Operations,34602,1,2024-01-12
19103,IT,90564,5,2021-07-25
19104,Operations,138875,2,2024-07-08
19105,Operations,41806,2,2024-05-05
19106,Sales,130553,1,2023-02-20
19107,Finance,122258,4,2024-07-12
19108,Operations,55941,2,2021-12-30
19109,Operations,129733,3,2024-10-07
19110,HR,61024,4,2021-05-09
19111,Finance,54750,3,2022-04-09
19112,Finance,37517,3,2023-05-14
19113,Finance,126820,1,2023-09-24
19114,IT,149361,2,2023-02-14
19115,Operations,59786,2,2021-11-25
19116,Finance,46973,5,2021-04-08
19117,Finance,111690,4,2024-10-13
19118,Operations,47996,4,2021-08-31
19119,HR,94742,1,2022-08-10
19120,Finance,86865,2,2023-10-21
19121,HR,142828,4,2023-08-19
19122,Sales,124489,4,2021-10-08
19123,Sales,53009,4,2022-12-11
19124,IT,62519,3,2024-01-10
19125,HR,147712,1,2024-11-22
19126,Operations,120068,2,2024-08-18
19127,Finance,102787,2,2024-10-29
19128,HR,47699,1,2024-05-08
19129,Sales,130972,3,2024-07-30
19130,Finance,24975,2,2023-09-17
19131,Sales,149841,5,2022-11-23
19132,HR,53456,1,2022-12-19
19133,Operations,63913,2,2022-09-30
19134,Operations,116543,2,2021-04-02
19135,IT,110764,4,2023-11-07
19136,IT,35441,4,2023-02-03
19137,Operations,75144,5,2021-09-25
19138,IT,113406,4,2023-10-25
19139,Sales,67510,1,2023-09-08
19140,HR,69445,5,2022-08-28
19141,IT,133245,1,2022-03-21
19142,Finance,45188,4,2022-05-20
19143,Sales,48284,5,2024-05-01
19144,Finance,84766,3,2021-02-06
19145,Sales,92220,3,2021-12-16
19146,HR,90387,3,2024-06-10
19147,HR,73059,2,2021-02-12
19148,Sales,134071,4,2022-11-07
19149,Sales,118417,1,2021-04-02
19150,HR,26426,4,2022-04-23
19151,Finance,117034,4,2021-09-13
19152,Finance,109313,5,2024-11-24
19153,HR,43104,3,2023-03-04
19154,Operations,82985,1,2022-09-04
19155,Finance,88428,1,2022-04-16
19156,Finance,104712,2,2024-03-18
19157,Operations,94080,2,2022-05-29
19158,Finance,129748,3,2022-06-12
19159,Finance,44511,4,2024-11-06
19160,Finance,64279,3,2024-01-05
19161,IT,118939,1,2021-04-16
19162,Sales,130771,5,2024-07-08
19163,Sales,52944,1,2021-11-23
19164,Finance,141896,3,2023-04-01
19165,Sales,75754,2,2021-09-23
19166,Operations,96042,1,2024-03-19
19167,IT,120029,3,2024-11-06
19168,Operations,115384,2,2024-06-22
19169,HR,50989,1,2021-07-16
19170,Finance,142578,3,2023-09-19
19171,IT,129293,2,2021-04-11
19172,Operations,118214,2,2021-10-15
19173,HR,121604,3,2023-10-29
19174,Sales,142007,1,2021-01-27
19175,Operations,29600,4,2023-06-28
19176,Sales,34822,5,2021-04-13
19177,Sales,40087,1,2023-05-26
19178,HR,45958,2,2021-05-06
19179,HR,87494,1,2022-04-09
19180,HR,109438,5,2022-12-31
19181,IT,135939,3,2021-04-27
19182,Operations,60351,1,2023-09-19
19183,HR,104722,5,2021-07-09
19184,Finance,32381,3,2021-04-06
19185,HR,100264,5,2021-07-26
19186,IT,37280,2,2023-04-23
19187,IT,148226,2,2021-05-15
19188,Sales,71561,3,2022-01-16
19189,Finance,117458,1,2022-10-01
19190,HR,104946,5,2022-01-13
19191,IT,137171,3,2024-08-15
19192,Operations,119390,4,2021-05-02
19193,Operations,63976,3,2024-02-26
19194,IT,63407,1,2024-10-23
19195,Operations,80746,5,2023-01-08
19196,Operations,99175,4,2022-01-18
19197,Finance,55753,4,2022-05-13
19198,IT,100631,3,2025-01-09
19199,Operations,121687,5,2023-10-06
19200,Sales,27846,3,2024-12-04
19201,Finance,28178,5,2022-11-13
19202,HR,58549,5,2022-10-24
19203,HR,129487,5,2025-01-13
19204,Operations,49666,5,2021-07-07
19205,Sales,59066,5,2021-06-22
19206,Finance,84365,3,2022-10-21
19207,HR,105156,1,2024-12-21
19208,HR,104090,4,2024-08-14
19209,Finance,89340,3,2023-05-02
19210,Operations,41893,3,2023-09-17
19211,IT,75055,1,2021-03-21
19212,IT,40091,2,2023-01-09
19213,Operations,136668,4,2022-12-07
19214,HR,25156,5,2021-08-09
19215,Operations,60680,2,2022-02-12
19216,Finance,74408,2,2024-09-18
19217,HR,102269,4,2021-02-12
19218,Finance,82379,5,2024-10-08
19219,Finance,43163,5,2023-08-09
19220,Finance,149518,5,2023-09-27
19221,HR,40797,1,2022-06-09
19222,Sales,149717,4,2024-12-25
19223,HR,107064,5,2021-01-23
19224,Sales,131669,5,2024-01-27
19225,Finance,56185,4,2022-06-14
19226,Sales,94763,2,2023-06-11
19227,Operations,85380,2,2021-06-20
19228,IT,107330,4,2022-05-23
19229,HR,30515,1,2021-01-12
19230,IT,29392,3,2022-09-25
19231,HR,115318,2,2023-10-01
19232,Sales,30741,5,2021-11-20
19233,IT,40695,2,2024-11-30
19234,HR,117316,1,2022-07-13
19235,HR,105752,5,2025-01-10
19236,Operations,26719,1,2023-06-07
19237,Sales,128406,5,2024-09-21
19238,IT,39046,5,2024-08-07
19239,Finance,145452,4,2024-12-13
19240,Finance,116782,5,2024-03-14
19241,Operations,146572,5,2023-10-13
19242,Operations,118281,2,2025-01-04
19243,Operations,82220,1,2023-08-24
19244,Finance,33620,3,2023-12-20
19245,Operations,120931,3,2024-11-25
19246,Operations,75249,3,2024-07-12
19247,Sales,80448,1,2021-07-20
19248,Operations,23760,5,2023-11-12
19249,IT,121180,2,2021-11-11
19250,Operations,104952,2,2023-01-18
19251,Operations,67453,4,2024-01-03
19252,HR,134921,2,2023-01-07
19253,Operations,117151,4,2023-06-30
19254,Finance,20787,2,2024-06-18
19255,Finance,29376,1,2021-02-12
19256,Sales,90176,5,2024-03-09
19257,IT,121138,4,2024-08-12
19258,Operations,123608,1,2024-08-08
19259,Finance,73512,2,2022-12-08
19260,Sales,106265,4,2024-09-13
19261,IT,82730,4,2021-12-12
19262,IT,148323,2,2022-06-07
19263,HR,107707,5,2022-06-14
19264,Finance,80549,3,2022-09-29
19265,Sales,23180,3,2021-07-29
19266,IT,120932,5,2022-12-31
19267,Sales,142448,1,2021-12-23
19268,IT,22182,2,2021-03-12
19269,Finance,20390,5,2022-08-26
19270,Sales,50681,3,2023-07-16
19271,Finance,22359,1,2022-11-26
19272,Operations,147530,5,2023-01-31
19273,HR,49861,3,2022-10-15
19274,IT,76804,3,2023-09-23
19275,IT,101709,4,2023-08-03
19276,Sales,114720,1,2023-02-11
19277,Finance,125403,3,2021-02-27
19278,Finance,27669,1,2022-05-05
19279,Operations,48962,2,2022-04-26
19280,Finance,143507,2,2021-12-19
19281,Finance,124573,4,2022-01-16
19282,HR,135768,3,2021-05-24
19283,HR,56057,2,2023-02-16
19284,Finance,130288,5,2022-05-01
19285,Sales,111519,2,2023-01-08
